Id;Item_ID;Product;Quantity;Price
928;I00928;Smart TV 32” Philco LED Roku TV;3;9490
929;I00929;Soundbar Samsung com 2.1 canais, Dolby Digital;3;10720
930;I00930;Película de Vidro 3D Galaxy A30s;3;179
931;I00931;Smart TV 32” Philco LED Roku TV;2;9490
932;I00932;"Monitor UHD Samsung 32""";4;162657
933;I00933;Mouse Redragon Wireless;1;16599
934;I00934;SSD Crucial 1TB NVMe M.2;3;4490
935;I00935;Samsung Galaxy A36;2;19791
936;I00936;SSD Crucial 1TB NVMe M.2;4;4490
937;I00937;Carregador Turbo Tipo-C 50w;4;539
938;I00938;Película para iPhone 14Pro Anti impacto;3;518
939;I00939;Película de Vidro 3D Galaxy A30s;2;179
940;I00940;Carregador Turbo Tipo-C 50w;4;539
941;I00941;Teclado Mecanico Fizz;3;1749
942;I00942;Fone de ouvido Sem Fio QCY T27;1;12986
943;I00943;Carregador Turbo USB-C 30W;4;499
944;I00944;Carregador Turbo Tipo-C 50w;3;539
945;I00945;Película de Vidro 3D Galaxy A30s;2;179
946;I00946;Samsung Galaxy A36;1;19791
947;I00947;Película para iPhone 14Pro Anti impacto;1;518
948;I00948;Smart TV 32” Philco LED Roku TV;1;9490
949;I00949;Projetor Smart Epson EpiqVision, FULL HD;2;304999
950;I00950;Mouse Redragon Wireless;3;16599
951;I00951;"Smart TV LED 32""Samsung LED Tizen TV";2;10790
952;I00952;Mouse Redragon Wireless;3;16599
953;I00953;Mouse Redragon Wireless;3;16599
954;I00954;Carregador Turbo Tipo-C 50w;3;539
955;I00955;Smart TV 32” Philco LED Roku TV;4;9490
956;I00956;Smart TV 32” Philco LED Roku TV;3;9490
957;I00957;"Monitor UHD Samsung 32""";3;162657
958;I00958;"Smart TV LED 32""Samsung LED Tizen TV";3;10790
959;I00959;"Smart TV LED 32""Samsung LED Tizen TV";4;10790
960;I00960;Soundbar Samsung com 2.1 canais, Dolby Digital;3;10720
961;I00961;Samsung Galaxy A36;1;19791
962;I00962;Soundbar Tomate MTS-2017, Bivolt;2;7699
963;I00963;Soundbar Samsung com 2.1 canais, Dolby Digital;1;10720
964;I00964;Fone de Ouvido Profissional EDIFIER WH950NB;3;8990
965;I00965;Mouse Redragon Wireless;2;16599
966;I00966;Soundbar Samsung com 2.1 canais, Dolby Digital;2;10720
967;I00967;SSD Crucial 1TB NVMe M.2;3;4490
968;I00968;"Monitor UHD Samsung 32""";3;162657
969;I00969;Carregador Turbo USB-C 30W;4;499
970;I00970;SSD Crucial 1TB NVMe M.2;2;4490
971;I00971;Película de Vidro 3D Galaxy A30s;3;179
972;I00972;Carregador Turbo Tipo-C 50w;2;539
973;I00973;Fone de Ouvido Profissional AKG K92;4;42899
974;I00974;Fone de Ouvido Sem Fio TWS, PHILIPS;4;12491
975;I00975;Fone de ouvido Sem Fio QCY T27;1;12986
976;I00976;Projetor Smart Epson EpiqVision, FULL HD;3;304999
977;I00977;"Smart TV LED 32""Samsung LED Tizen TV";3;10790
978;I00978;Fone de Ouvido Profissional AKG K92;4;42899
979;I00979;ACER Notebook Gamer Nitro;2;46040
980;I00980;Projetor EPSON Powerlite Wide Screen;4;274213
981;I00981;Mouse Redragon Wireless;4;16599
982;I00982;Smart TV 32” Philco LED Roku TV;4;9490
983;I00983;Carregador Turbo USB-C 30W;4;499
984;I00984;"Smart TV LED 32""Samsung LED Tizen TV";1;10790
985;I00985;Teclado Mecanico Fizz;4;1749
986;I00986;Samsung Galaxy A36;3;19791
987;I00987;ACER Notebook Gamer Nitro;2;46040
988;I00988;ACER Notebook Gamer Nitro;3;46040
989;I00989;Carregador Turbo USB-C 30W;3;499
990;I00990;ACER Notebook Gamer Nitro;1;46040
991;I00991;Soundbar Samsung com 2.1 canais, Dolby Digital;1;10720
992;I00992;Película para iPhone 14Pro Anti impacto;4;518
993;I00993;Smart TV 32” Philco LED Roku TV;4;9490
994;I00994;ACER Notebook Gamer Nitro;2;46040
995;I00995;Película de Vidro 3D Galaxy A30s;3;179
996;I00996;Smart TV 32” Philco LED Roku TV;2;9490
997;I00997;Samsung Galaxy A36;1;19791
998;I00998;Película de Vidro 3D Galaxy A30s;1;179
999;I00999;Projetor EPSON Powerlite Wide Screen;2;274213
1000;I01000;Fone de Ouvido Profissional AKG K92;3;42899
1001;I01001;Smart TV 32” Philco LED Roku TV;3;9490
1002;I01002;Samsung Galaxy Tab S6 Lite;4;179901
1003;I01003;Soundbar Samsung com 2.1 canais, Dolby Digital;1;10720
1004;I01004;Soundbar Samsung com 2.1 canais, Dolby Digital;3;10720
1005;I01005;Projetor Smart Epson EpiqVision, FULL HD;3;304999
1006;I01006;Smart TV 32” Philco LED Roku TV;1;9490
1007;I01007;Fone de Ouvido Sem Fio TWS, PHILIPS;2;12491
1008;I01008;"Smart TV LED 32""Samsung LED Tizen TV";4;10790
1009;I01009;Fone de Ouvido Profissional EDIFIER WH950NB;4;8990
1010;I01010;Smart TV 32” Philco LED Roku TV;4;9490
1011;I01011;Projetor EPSON Powerlite Wide Screen;2;274213
1012;I01012;Samsung Galaxy Tab S6 Lite;2;179901
1013;I01013;Fone de Ouvido Profissional EDIFIER WH950NB;1;8990
1014;I01014;Samsung Galaxy Tab S6 Lite;2;179901
1015;I01015;Projetor EPSON Powerlite Wide Screen;2;274213
1016;I01016;Samsung Galaxy A36;3;19791
1017;I01017;Película de Vidro 3D Galaxy A30s;3;179
1018;I01018;Soundbar Tomate MTS-2017, Bivolt;1;7699
1019;I01019;Projetor EPSON Powerlite Wide Screen;2;274213
1020;I01020;Soundbar Samsung com 2.1 canais, Dolby Digital;1;10720
1021;I01021;Fone de Ouvido Profissional AKG K92;4;42899
1022;I01022;Fone de Ouvido Profissional EDIFIER WH950NB;2;8990
1023;I01023;Samsung Galaxy Tab S6 Lite;4;179901
1024;I01024;Carregador Turbo Tipo-C 50w;2;539
1025;I01025;Smart TV 32” Philco LED Roku TV;2;9490
1026;I01026;Projetor Smart Epson EpiqVision, FULL HD;1;304999
1027;I01027;Fone de Ouvido Profissional AKG K92;2;42899
1028;I01028;Soundbar Tomate MTS-2017, Bivolt;4;7699
1029;I01029;Fone de Ouvido Profissional AKG K92;3;42899
1030;I01030;Soundbar Samsung com 2.1 canais, Dolby Digital;1;10720
1031;I01031;ACER Notebook Gamer Nitro;2;46040
1032;I01032;"Monitor UHD Samsung 32""";1;162657
1033;I01033;Película de Vidro 3D Galaxy A30s;2;179
1034;I01034;Smart TV 32” Philco LED Roku TV;2;9490
1035;I01035;Projetor Smart Epson EpiqVision, FULL HD;2;304999
1036;I01036;Película para iPhone 14Pro Anti impacto;4;518
1037;I01037;Soundbar Tomate MTS-2017, Bivolt;1;7699
1038;I01038;Fone de Ouvido Profissional AKG K92;3;42899
1039;I01039;Película para iPhone 14Pro Anti impacto;1;518
1040;I01040;Teclado Mecanico Fizz;2;1749
1041;I01041;"Smart TV LED 32""Samsung LED Tizen TV";3;10790
1042;I01042;Película de Vidro 3D Galaxy A30s;1;179
1043;I01043;Soundbar Tomate MTS-2017, Bivolt;4;7699
1044;I01044;Carregador Turbo USB-C 30W;3;499
1045;I01045;Mouse Redragon Wireless;3;16599
1046;I01046;"Smart TV LED 32""Samsung LED Tizen TV";4;10790
1047;I01047;Fone de ouvido Sem Fio QCY T27;1;12986
1048;I01048;ACER Notebook Gamer Nitro;3;46040
1049;I01049;Fone de Ouvido Sem Fio TWS, PHILIPS;1;12491
1050;I01050;Projetor EPSON Powerlite Wide Screen;1;274213
1051;I01051;"Monitor UHD Samsung 32""";2;162657
1052;I01052;Fone de Ouvido Profissional AKG K92;1;42899
1053;I01053;Samsung Galaxy A36;4;19791
1054;I01054;SSD Crucial 1TB NVMe M.2;4;4490
1055;I01055;SSD Crucial 1TB NVMe M.2;4;4490
1056;I01056;Fone de Ouvido Profissional AKG K92;3;42899
1057;I01057;Teclado Mecanico Fizz;3;1749
1058;I01058;Projetor EPSON Powerlite Wide Screen;2;274213
1059;I01059;Samsung Galaxy Tab S6 Lite;1;179901
1060;I01060;Soundbar Tomate MTS-2017, Bivolt;3;7699
1061;I01061;"Smart TV LED 32""Samsung LED Tizen TV";4;10790
1062;I01062;Projetor EPSON Powerlite Wide Screen;1;274213
1063;I01063;Fone de Ouvido Profissional AKG K92;4;42899
1064;I01064;Projetor EPSON Powerlite Wide Screen;2;274213
1065;I01065;Mouse Redragon Wireless;4;16599
1066;I01066;Carregador Turbo Tipo-C 50w;4;539
1067;I01067;Película para iPhone 14Pro Anti impacto;2;518
1068;I01068;Carregador Turbo USB-C 30W;2;499
1069;I01069;Samsung Galaxy A36;1;19791
1070;I01070;SSD Crucial 1TB NVMe M.2;3;4490
1071;I01071;"Monitor UHD Samsung 32""";1;162657
1072;I01072;Fone de Ouvido Profissional AKG K92;4;42899
1073;I01073;SSD Crucial 1TB NVMe M.2;2;4490
1074;I01074;"Smart TV LED 32""Samsung LED Tizen TV";1;10790
1075;I01075;ACER Notebook Gamer Nitro;4;46040
1076;I01076;Projetor Smart Epson EpiqVision, FULL HD;2;304999
1077;I01077;Carregador Turbo USB-C 30W;1;499
1078;I01078;Película para iPhone 14Pro Anti impacto;3;518
1079;I01079;Smart TV 32” Philco LED Roku TV;1;9490
1080;I01080;Fone de Ouvido Sem Fio TWS, PHILIPS;4;12491
1081;I01081;Projetor EPSON Powerlite Wide Screen;2;274213
1082;I01082;Soundbar Tomate MTS-2017, Bivolt;1;7699
1083;I01083;Teclado Mecanico Fizz;4;1749
1084;I01084;Soundbar Samsung com 2.1 canais, Dolby Digital;2;10720
1085;I01085;Película de Vidro 3D Galaxy A30s;4;179
1086;I01086;SSD Crucial 1TB NVMe M.2;4;4490
1087;I01087;"Smart TV LED 32""Samsung LED Tizen TV";4;10790
1088;I01088;Película para iPhone 14Pro Anti impacto;2;518
1089;I01089;Fone de ouvido Sem Fio QCY T27;2;12986
1090;I01090;Película de Vidro 3D Galaxy A30s;1;179
1091;I01091;Carregador Turbo Tipo-C 50w;4;539
1092;I01092;Soundbar Tomate MTS-2017, Bivolt;1;7699
1093;I01093;Fone de Ouvido Profissional EDIFIER WH950NB;1;8990
1094;I01094;Carregador Turbo USB-C 30W;2;499
1095;I01095;Fone de Ouvido Sem Fio TWS, PHILIPS;1;12491
1096;I01096;Soundbar Samsung com 2.1 canais, Dolby Digital;4;10720
1097;I01097;Projetor EPSON Powerlite Wide Screen;3;274213
1098;I01098;Fone de ouvido Sem Fio QCY T27;4;12986
1099;I01099;Soundbar Tomate MTS-2017, Bivolt;2;7699
1100;I01100;Mouse Redragon Wireless;2;16599
1101;I01101;Película de Vidro 3D Galaxy A30s;2;179
1102;I01102;Carregador Turbo Tipo-C 50w;1;539
1103;I01103;Soundbar Samsung com 2.1 canais, Dolby Digital;2;10720
1104;I01104;Samsung Galaxy A36;2;19791
1105;I01105;Fone de Ouvido Sem Fio TWS, PHILIPS;2;12491
1106;I01106;Fone de Ouvido Profissional AKG K92;1;42899
1107;I01107;Fone de Ouvido Sem Fio TWS, PHILIPS;1;12491
1108;I01108;Samsung Galaxy A36;1;19791
1109;I01109;ACER Notebook Gamer Nitro;4;46040
1110;I01110;Fone de Ouvido Sem Fio TWS, PHILIPS;3;12491
1111;I01111;Película de Vidro 3D Galaxy A30s;2;179
1112;I01112;Carregador Turbo Tipo-C 50w;1;539
1113;I01113;Projetor EPSON Powerlite Wide Screen;1;274213
1114;I01114;Fone de Ouvido Sem Fio TWS, PHILIPS;2;12491
1115;I01115;Samsung Galaxy Tab S6 Lite;1;179901
1116;I01116;"Smart TV LED 32""Samsung LED Tizen TV";2;10790
1117;I01117;ACER Notebook Gamer Nitro;4;46040
1118;I01118;Carregador Turbo USB-C 30W;1;499
1119;I01119;Teclado Mecanico Fizz;4;1749
1120;I01120;Fone de Ouvido Sem Fio TWS, PHILIPS;4;12491
1121;I01121;Smart TV 32” Philco LED Roku TV;1;9490
1122;I01122;Película de Vidro 3D Galaxy A30s;4;179
1123;I01123;Soundbar Tomate MTS-2017, Bivolt;4;7699
1124;I01124;Mouse Redragon Wireless;3;16599
1125;I01125;SSD Crucial 1TB NVMe M.2;4;4490
1126;I01126;Samsung Galaxy Tab S6 Lite;2;179901
1127;I01127;Fone de ouvido Sem Fio QCY T27;3;12986
1128;I01128;Carregador Turbo Tipo-C 50w;3;539
1129;I01129;Soundbar Tomate MTS-2017, Bivolt;2;7699
1130;I01130;"Smart TV LED 32""Samsung LED Tizen TV";2;10790
1131;I01131;Fone de ouvido Sem Fio QCY T27;3;12986
1132;I01132;Película para iPhone 14Pro Anti impacto;2;518
1133;I01133;Película para iPhone 14Pro Anti impacto;1;518
1134;I01134;"Smart TV LED 32""Samsung LED Tizen TV";3;10790
1135;I01135;Projetor EPSON Powerlite Wide Screen;4;274213
1136;I01136;SSD Crucial 1TB NVMe M.2;3;4490
1137;I01137;Carregador Turbo Tipo-C 50w;2;539
1138;I01138;Película de Vidro 3D Galaxy A30s;4;179
1139;I01139;Carregador Turbo USB-C 30W;2;499
1140;I01140;Teclado Mecanico Fizz;1;1749
1141;I01141;Película de Vidro 3D Galaxy A30s;3;179
1142;I01142;"Monitor UHD Samsung 32""";3;162657
1143;I01143;Película para iPhone 14Pro Anti impacto;4;518
1144;I01144;Soundbar Tomate MTS-2017, Bivolt;1;7699
1145;I01145;ACER Notebook Gamer Nitro;1;46040
1146;I01146;"Smart TV LED 32""Samsung LED Tizen TV";2;10790
1147;I01147;Smart TV 32” Philco LED Roku TV;2;9490
1148;I01148;Carregador Turbo USB-C 30W;2;499
1149;I01149;"Smart TV LED 32""Samsung LED Tizen TV";2;10790
1150;I01150;Fone de ouvido Sem Fio QCY T27;3;12986
1151;I01151;Mouse Redragon Wireless;4;16599
1152;I01152;Teclado Mecanico Fizz;1;1749
1153;I01153;Fone de Ouvido Sem Fio TWS, PHILIPS;1;12491
1154;I01154;Película para iPhone 14Pro Anti impacto;1;518
1155;I01155;Fone de Ouvido Profissional EDIFIER WH950NB;2;8990
1156;I01156;Carregador Turbo USB-C 30W;4;499
1157;I01157;Projetor EPSON Powerlite Wide Screen;3;274213
1158;I01158;Película de Vidro 3D Galaxy A30s;1;179
1159;I01159;Samsung Galaxy A36;4;19791
1160;I01160;Fone de Ouvido Profissional EDIFIER WH950NB;4;8990
1161;I01161;Fone de Ouvido Profissional AKG K92;1;42899
1162;I01162;ACER Notebook Gamer Nitro;3;46040
1163;I01163;Samsung Galaxy A36;3;19791
1164;I01164;Projetor Smart Epson EpiqVision, FULL HD;4;304999
1165;I01165;Smart TV 32” Philco LED Roku TV;2;9490
1166;I01166;Projetor EPSON Powerlite Wide Screen;1;274213
1167;I01167;Projetor EPSON Powerlite Wide Screen;4;274213
1168;I01168;Carregador Turbo Tipo-C 50w;3;539
1169;I01169;Película de Vidro 3D Galaxy A30s;2;179
1170;I01170;Fone de Ouvido Profissional AKG K92;1;42899
1171;I01171;Mouse Redragon Wireless;1;16599
1172;I01172;Fone de Ouvido Sem Fio TWS, PHILIPS;1;12491
1173;I01173;Teclado Mecanico Fizz;1;1749
1174;I01174;Fone de ouvido Sem Fio QCY T27;4;12986
1175;I01175;ACER Notebook Gamer Nitro;1;46040
1176;I01176;Projetor EPSON Powerlite Wide Screen;3;274213
1177;I01177;SSD Crucial 1TB NVMe M.2;4;4490
1178;I01178;Teclado Mecanico Fizz;1;1749
1179;I01179;Smart TV 32” Philco LED Roku TV;2;9490
1180;I01180;Samsung Galaxy A36;3;19791
1181;I01181;Projetor EPSON Powerlite Wide Screen;3;274213
1182;I01182;"Monitor UHD Samsung 32""";1;162657
1183;I01183;Fone de Ouvido Profissional EDIFIER WH950NB;2;8990
1184;I01184;Teclado Mecanico Fizz;3;1749
1185;I01185;Fone de Ouvido Sem Fio TWS, PHILIPS;2;12491
1186;I01186;Projetor Smart Epson EpiqVision, FULL HD;4;304999
1187;I01187;Teclado Mecanico Fizz;2;1749
1188;I01188;"Monitor UHD Samsung 32""";2;162657
1189;I01189;Fone de Ouvido Profissional EDIFIER WH950NB;4;8990
1190;I01190;Película de Vidro 3D Galaxy A30s;4;179
1191;I01191;Smart TV 32” Philco LED Roku TV;3;9490
1192;I01192;Soundbar Tomate MTS-2017, Bivolt;4;7699
1193;I01193;Smart TV 32” Philco LED Roku TV;3;9490
1194;I01194;"Smart TV LED 32""Samsung LED Tizen TV";1;10790
1195;I01195;Fone de ouvido Sem Fio QCY T27;1;12986
1196;I01196;Projetor Smart Epson EpiqVision, FULL HD;3;304999
1197;I01197;Projetor EPSON Powerlite Wide Screen;4;274213
1198;I01198;Soundbar Samsung com 2.1 canais, Dolby Digital;4;10720
1199;I01199;Smart TV 32” Philco LED Roku TV;3;9490
1200;I01200;Smart TV 32” Philco LED Roku TV;4;9490
1201;I01201;Fone de Ouvido Profissional AKG K92;1;42899
1202;I01202;"Monitor UHD Samsung 32""";1;162657
1203;I01203;Fone de Ouvido Profissional EDIFIER WH950NB;4;8990
1204;I01204;Soundbar Samsung com 2.1 canais, Dolby Digital;1;10720
1205;I01205;Mouse Redragon Wireless;1;16599
1206;I01206;Teclado Mecanico Fizz;4;1749
1207;I01207;Fone de Ouvido Sem Fio TWS, PHILIPS;3;12491
1208;I01208;Projetor Smart Epson EpiqVision, FULL HD;3;304999
1209;I01209;Smart TV 32” Philco LED Roku TV;4;9490
1210;I01210;Fone de Ouvido Profissional EDIFIER WH950NB;4;8990
1211;I01211;Smart TV 32” Philco LED Roku TV;2;9490
1212;I01212;Carregador Turbo Tipo-C 50w;3;539
1213;I01213;Teclado Mecanico Fizz;4;1749
1214;I01214;SSD Crucial 1TB NVMe M.2;4;4490
1215;I01215;Projetor Smart Epson EpiqVision, FULL HD;4;304999
1216;I01216;Película de Vidro 3D Galaxy A30s;3;179
1217;I01217;Teclado Mecanico Fizz;3;1749
1218;I01218;"Monitor UHD Samsung 32""";1;162657
1219;I01219;Samsung Galaxy A36;4;19791
1220;I01220;Carregador Turbo Tipo-C 50w;2;539
1221;I01221;Fone de Ouvido Profissional EDIFIER WH950NB;1;8990
1222;I01222;ACER Notebook Gamer Nitro;1;46040
1223;I01223;"Smart TV LED 32""Samsung LED Tizen TV";4;10790
1224;I01224;Película para iPhone 14Pro Anti impacto;1;518
1225;I01225;Smart TV 32” Philco LED Roku TV;2;9490
1226;I01226;Projetor EPSON Powerlite Wide Screen;2;274213
1227;I01227;Fone de Ouvido Profissional AKG K92;2;42899
1228;I01228;Samsung Galaxy A36;4;19791
1229;I01229;Soundbar Samsung com 2.1 canais, Dolby Digital;3;10720
1230;I01230;Projetor Smart Epson EpiqVision, FULL HD;1;304999
1231;I01231;Projetor Smart Epson EpiqVision, FULL HD;3;304999
1232;I01232;"Monitor UHD Samsung 32""";3;162657
1233;I01233;Soundbar Samsung com 2.1 canais, Dolby Digital;2;10720
1234;I01234;Soundbar Tomate MTS-2017, Bivolt;4;7699
1235;I01235;Fone de Ouvido Profissional AKG K92;2;42899
1236;I01236;Smart TV 32” Philco LED Roku TV;1;9490
1237;I01237;Samsung Galaxy Tab S6 Lite;1;179901
1238;I01238;SSD Crucial 1TB NVMe M.2;1;4490
1239;I01239;Soundbar Samsung com 2.1 canais, Dolby Digital;2;10720
1240;I01240;Carregador Turbo Tipo-C 50w;3;539
1241;I01241;Carregador Turbo USB-C 30W;4;499
1242;I01242;Projetor Smart Epson EpiqVision, FULL HD;3;304999
1243;I01243;Película de Vidro 3D Galaxy A30s;4;179
1244;I01244;Carregador Turbo Tipo-C 50w;1;539
1245;I01245;Projetor Smart Epson EpiqVision, FULL HD;4;304999
1246;I01246;Mouse Redragon Wireless;4;16599
1247;I01247;Carregador Turbo Tipo-C 50w;3;539
1248;I01248;Fone de Ouvido Sem Fio TWS, PHILIPS;3;12491
1249;I01249;Projetor EPSON Powerlite Wide Screen;2;274213
1250;I01250;Samsung Galaxy A36;1;19791
1251;I01251;ACER Notebook Gamer Nitro;2;46040
1252;I01252;Samsung Galaxy Tab S6 Lite;2;179901
1253;I01253;ACER Notebook Gamer Nitro;1;46040
1254;I01254;Carregador Turbo Tipo-C 50w;4;539
1255;I01255;Samsung Galaxy Tab S6 Lite;3;179901
1256;I01256;Carregador Turbo Tipo-C 50w;2;539
1257;I01257;Película para iPhone 14Pro Anti impacto;3;518
1258;I01258;"Monitor UHD Samsung 32""";2;162657
1259;I01259;Película para iPhone 14Pro Anti impacto;1;518
1260;I01260;Película de Vidro 3D Galaxy A30s;1;179
1261;I01261;Projetor EPSON Powerlite Wide Screen;4;274213
1262;I01262;Soundbar Tomate MTS-2017, Bivolt;4;7699
1263;I01263;Smart TV 32” Philco LED Roku TV;4;9490
1264;I01264;Fone de ouvido Sem Fio QCY T27;2;12986
1265;I01265;Projetor Smart Epson EpiqVision, FULL HD;3;304999
1266;I01266;"Smart TV LED 32""Samsung LED Tizen TV";4;10790
1267;I01267;Fone de Ouvido Sem Fio TWS, PHILIPS;3;12491
1268;I01268;Fone de ouvido Sem Fio QCY T27;4;12986
1269;I01269;Projetor EPSON Powerlite Wide Screen;4;274213
1270;I01270;Teclado Mecanico Fizz;1;1749
1271;I01271;Película de Vidro 3D Galaxy A30s;1;179
1272;I01272;Smart TV 32” Philco LED Roku TV;1;9490
1273;I01273;Fone de Ouvido Profissional AKG K92;2;42899
1274;I01274;Mouse Redragon Wireless;3;16599
1275;I01275;Fone de Ouvido Profissional AKG K92;4;42899
1276;I01276;SSD Crucial 1TB NVMe M.2;4;4490
1277;I01277;Soundbar Tomate MTS-2017, Bivolt;3;7699
1278;I01278;Samsung Galaxy A36;1;19791
1279;I01279;ACER Notebook Gamer Nitro;1;46040
1280;I01280;"Monitor UHD Samsung 32""";3;162657
1281;I01281;"Monitor UHD Samsung 32""";3;162657
1282;I01282;"Monitor UHD Samsung 32""";1;162657
1283;I01283;Fone de Ouvido Profissional EDIFIER WH950NB;2;8990
1284;I01284;Fone de ouvido Sem Fio QCY T27;1;12986
1285;I01285;Fone de Ouvido Profissional EDIFIER WH950NB;4;8990
1286;I01286;Película de Vidro 3D Galaxy A30s;3;179
1287;I01287;"Monitor UHD Samsung 32""";3;162657
1288;I01288;Carregador Turbo USB-C 30W;3;499
1289;I01289;Soundbar Tomate MTS-2017, Bivolt;3;7699
1290;I01290;Projetor EPSON Powerlite Wide Screen;3;274213
1291;I01291;Projetor EPSON Powerlite Wide Screen;2;274213
1292;I01292;Smart TV 32” Philco LED Roku TV;2;9490
1293;I01293;Carregador Turbo Tipo-C 50w;2;539
1294;I01294;Soundbar Samsung com 2.1 canais, Dolby Digital;1;10720
1295;I01295;Fone de Ouvido Profissional AKG K92;1;42899
1296;I01296;Película de Vidro 3D Galaxy A30s;3;179
1297;I01297;Película para iPhone 14Pro Anti impacto;3;518
1298;I01298;SSD Crucial 1TB NVMe M.2;4;4490
1299;I01299;Película para iPhone 14Pro Anti impacto;4;518
1300;I01300;Carregador Turbo USB-C 30W;3;499
1301;I01301;Soundbar Samsung com 2.1 canais, Dolby Digital;2;10720
1302;I01302;Fone de Ouvido Sem Fio TWS, PHILIPS;3;12491
1303;I01303;Fone de Ouvido Profissional AKG K92;2;42899
1304;I01304;Fone de Ouvido Profissional EDIFIER WH950NB;3;8990
1305;I01305;Carregador Turbo USB-C 30W;1;499
1306;I01306;Teclado Mecanico Fizz;4;1749
1307;I01307;Carregador Turbo Tipo-C 50w;3;539
1308;I01308;Projetor Smart Epson EpiqVision, FULL HD;1;304999
1309;I01309;"Monitor UHD Samsung 32""";2;162657
1310;I01310;Projetor EPSON Powerlite Wide Screen;3;274213
1311;I01311;Fone de Ouvido Profissional EDIFIER WH950NB;3;8990
1312;I01312;Carregador Turbo USB-C 30W;3;499
1313;I01313;Carregador Turbo Tipo-C 50w;3;539
1314;I01314;Fone de Ouvido Profissional AKG K92;1;42899
1315;I01315;Fone de ouvido Sem Fio QCY T27;2;12986
1316;I01316;Smart TV 32” Philco LED Roku TV;3;9490
1317;I01317;Smart TV 32” Philco LED Roku TV;4;9490
1318;I01318;Película de Vidro 3D Galaxy A30s;1;179
1319;I01319;Carregador Turbo Tipo-C 50w;2;539
1320;I01320;Película de Vidro 3D Galaxy A30s;4;179
1321;I01321;Mouse Redragon Wireless;4;16599
1322;I01322;Teclado Mecanico Fizz;3;1749
1323;I01323;Fone de ouvido Sem Fio QCY T27;3;12986
1324;I01324;Fone de Ouvido Profissional AKG K92;2;42899
1325;I01325;Smart TV 32” Philco LED Roku TV;4;9490
1326;I01326;Teclado Mecanico Fizz;1;1749
1327;I01327;Película de Vidro 3D Galaxy A30s;3;179
1328;I01328;ACER Notebook Gamer Nitro;4;46040
1329;I01329;Fone de ouvido Sem Fio QCY T27;2;12986
1330;I01330;Fone de Ouvido Profissional AKG K92;1;42899
1331;I01331;SSD Crucial 1TB NVMe M.2;2;4490
1332;I01332;Fone de Ouvido Sem Fio TWS, PHILIPS;3;12491
1333;I01333;"Monitor UHD Samsung 32""";3;162657
1334;I01334;Mouse Redragon Wireless;4;16599
1335;I01335;Fone de Ouvido Profissional AKG K92;4;42899
1336;I01336;Samsung Galaxy A36;1;19791
1337;I01337;Samsung Galaxy A36;1;19791
1338;I01338;Mouse Redragon Wireless;4;16599
1339;I01339;Fone de ouvido Sem Fio QCY T27;3;12986
1340;I01340;Fone de Ouvido Profissional AKG K92;4;42899
1341;I01341;Película para iPhone 14Pro Anti impacto;4;518
1342;I01342;SSD Crucial 1TB NVMe M.2;2;4490
1343;I01343;Fone de Ouvido Profissional AKG K92;2;42899
1344;I01344;Smart TV 32” Philco LED Roku TV;2;9490
1345;I01345;SSD Crucial 1TB NVMe M.2;3;4490
1346;I01346;ACER Notebook Gamer Nitro;4;46040
1347;I01347;"Smart TV LED 32""Samsung LED Tizen TV";3;10790
1348;I01348;Fone de Ouvido Profissional EDIFIER WH950NB;1;8990
1349;I01349;Fone de ouvido Sem Fio QCY T27;1;12986
1350;I01350;Película de Vidro 3D Galaxy A30s;2;179
1351;I01351;Soundbar Tomate MTS-2017, Bivolt;4;7699
1352;I01352;Película de Vidro 3D Galaxy A30s;2;179
1353;I01353;Carregador Turbo Tipo-C 50w;3;539
1354;I01354;Samsung Galaxy A36;2;19791
1355;I01355;Mouse Redragon Wireless;1;16599
1356;I01356;Fone de Ouvido Sem Fio TWS, PHILIPS;3;12491
1357;I01357;Carregador Turbo USB-C 30W;2;499
1358;I01358;Teclado Mecanico Fizz;4;1749
1359;I01359;"Smart TV LED 32""Samsung LED Tizen TV";3;10790
1360;I01360;Carregador Turbo Tipo-C 50w;1;539
1361;I01361;Mouse Redragon Wireless;1;16599
1362;I01362;Fone de Ouvido Profissional AKG K92;2;42899
1363;I01363;Carregador Turbo USB-C 30W;4;499
1364;I01364;"Smart TV LED 32""Samsung LED Tizen TV";1;10790
1365;I01365;Fone de ouvido Sem Fio QCY T27;4;12986
1366;I01366;ACER Notebook Gamer Nitro;1;46040
1367;I01367;Película para iPhone 14Pro Anti impacto;4;518
1368;I01368;Mouse Redragon Wireless;4;16599
1369;I01369;Smart TV 32” Philco LED Roku TV;4;9490
1370;I01370;Película de Vidro 3D Galaxy A30s;3;179
1371;I01371;Fone de Ouvido Profissional AKG K92;4;42899
1372;I01372;SSD Crucial 1TB NVMe M.2;4;4490
1373;I01373;Fone de ouvido Sem Fio QCY T27;1;12986
1374;I01374;SSD Crucial 1TB NVMe M.2;4;4490
1375;I01375;ACER Notebook Gamer Nitro;2;46040
1376;I01376;ACER Notebook Gamer Nitro;4;46040
1377;I01377;Película para iPhone 14Pro Anti impacto;3;518
1378;I01378;Samsung Galaxy A36;3;19791
1379;I01379;Fone de Ouvido Sem Fio TWS, PHILIPS;4;12491
1380;I01380;Projetor Smart Epson EpiqVision, FULL HD;4;304999
